"Station
Code","Name of the monitoring location","State","Temperature
(°C)","Dissolved
Oxygen
"2751","RIVER CHENAB AT JAL PATAN MANDIR AFTER MEETING
WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S FROM
SPOT)","JAMMU &
KASHMIR","9","17","6.4","7.6","7.5","7.7","132","160","1.0","1.9","0.02","0.84","","","800","1500","",""
"2754","RIVER DEVAK UDHAMPUR(NEAR SHIV MANDIR
D/S)L.H.S.","JAMMU &
KASHMIR","11","28","2.3","25.0","7.9","8.7","460","604","2.0","6.6","0.04","3.28","1000","1000","2200","12000","",""
"2757","RIVER DEVAK AT UTTERBEHNI","JAMMU &
KASHMIR","13","26","5.0","6.4","7.8","8.0","312","488","1.0","1.2","0.02","0.70","","","","","",""
"4058","RIVER DEVAK AT PURMANDAL, NEAR TEMPLE","JAMMU &
KASHMIR","13","27","5.2","6.8","7.9","8.6","424","632","1.0","1.3","0.02","1.48","","","","","",""
"4062","RIVER DEVAK 2 KM D/S FROM SHIV MANDIR AT
UDHAMPUR,","JAMMU &
KASHMIR","11","28","4.5","7.5","8.3","8.6","413","624","1.0","2.8","0.02","1.98","4000","4000","2000","12000","",""
"4063","RIVER DEVAK ABOUT 10 KM D/S FROM SHIV MANDIR,
BELOW RAILWAY BRIDGE, UDHAMPUR","JAMMU &
KASHMIR","11","28","6.2","7.9","7.8","8.5","360","550","1.0","2.3","0.02","1.18","1000","1000","1400","20000","",""
"4081","SURAN RIVER BELOW SHER-E-KASHMIR BRIDGE AT
POONCH","JAMMU &
KASHMIR","7","24","7.0","8.1","7.3","7.6","168","182","1.0","1.0","0.02","0.32","","","","","",""
"3277","RIVER JHELUM AT BARAMULLA D/S","JAMMU &
KASHMIR","8","9","7.4","10.0","8.0","8.2","342","346","3.5","3.9","","","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1410","RIVER JHELAM AT DALAGATE (INLET), SRINAGAR","JAMMU &
KASHMIR","8","24","5.2","9.7","7.3","8.2","165","352","2.0","6.3","0.30","2.34","280000","900000","1100000","9500000","",""
"1411","RIVER JHELAM AT CHATTABAL WEIR (OUTLET","JAMMU &
KASHMIR","8","24","4.5","8.4","7.3","8.0","171","382","2.3","5.1","0.30","1.24","50000","820000","900000","8500000","",""
"3272","RIVER JHELUM AT VERINAG","JAMMU &
KASHMIR","7","20","9.0","9.9","7.8","8.1","271","335","1.0","1.0","","","","","","","",""
"3273","RIVER JHELUM AT SANGAM, CONFLUENCE POINT OF
VISHAV NALLAH","JAMMU &
KASHMIR","4","23","6.5","10.3","7.2","8.0","115","331","2.0","5.2","0.95","2.18","2300","8000","8000","850000","",""
"3274","RIVER JHELUM AT AWANTIPORA","JAMMU &
KASHMIR","4","25","7.0","11.3","7.5","8.2","141","320","2.0","3.7","1.14","2.37","1600","30000","30000","1260000","",""
"3275","RIVER JHELUM AT PAMPORE","JAMMU &
KASHMIR","4","25","6.9","11.2","7.4","8.3","117","325","2.0","4.2","1.05","1.88","240","4700","2500","430000","",""
"3276","RIVER JHELUM AT SOPORE, CONFLUENCE POINT OF
WULAR LAKE","JAMMU &
KASHMIR","7","31","5.3","10.5","7.4","8.2","140","333","1.8","3.3","0.40","1.30","18000","18000","","","",""
"4053","RIVER JHELUM AT BIJEHARA","JAMMU &
KASHMIR","4","23","5.2","10.3","7.1","7.9","124","319","2.0","4.4","0.92","2.34","4500","22000","6500","580000","",""
"4054","RIVER JHELUM AT PANTHACHOWK","JAMMU &
KASHMIR","4","25","5.9","11.0","7.1","8.4","115","331","2.0","4.4","0.88","2.13","2700","4900","6500","300000","",""
"2742","RIVER TAWI AT SHETALI LIFTING POINT NAGROTA(5KM
U/S TAWI BRIDGE)","JAMMU &
KASHMIR","13","29","7.0","7.6","7.4","8.1","146","320","1.0","1.0","0.02","0.32","","","","","",""
"2743","RIVER TAWI AT BAGH-E-BAHU LIFTING POINT(1 KM U/S
TAWI BRIDGE)","JAMMU &
KASHMIR","14","29","7.0","7.5","7.9","8.4","156","378","1.0","1.2","0.02","0.59","","","","","",""
"2744","RIVER TAWI BELOW TAWI BRIDGE","JAMMU &
KASHMIR","14","29","5.5","7.8","8.2","8.6","176","312","1.0","5.9","0.30","2.82","","","900","1000","",""
"2746","RIVER TAWI AT BELICHARANA(4KM D/S TAWI BRIDGE)","JAMMU &
KASHMIR","14","29","5.0","8.0","8.0","8.6","166","392","1.0","3.4","0.02","1.62","60000","60000","1000","190000","",""
"4056","RIVER TAWI AT BALOL NALLAH, NEAR NIT COLLEGE,
MIRAN SAHIB, BEFORE MIXING","JAMMU &
KASHMIR","14","28","2.3","5.8","7.5","8.7","219","630","2.1","6.8","0.06","3.31","","","","","",""
"1307","RIVER CHUNT KOL (MAULANA AZAD BRIDGE)","JAMMU &
KASHMIR","8","28","1.6","8.5","7.2","8.1","162","366","5.4","14.4","0.50","2.23","12000","950000","600000","820000","",""
"4030","RIVER SWAN BEFORE CONF. OF GARNI KHAD AT
CHURURU","HIMACHAL
PRADESH","21","37","6.6","7.6","7.6","8.2","305","457","1.0","5.6","0.32","4.58","33","920","140","1700","2","2"
"4031","RIVER SWAN AFTER CONF. GARNI KHAD AT CHURURU","HIMACHAL
PRADESH","21","37","6.4","7.6","7.6","8.3","324","445","1.0","5.4","0.32","6.75","33","920","140","2200","2","2"
"1869","RIVER SWAN D/S BELA BATHARI (BHANGLA)","HIMACHAL
PRADESH","21","36","6.0","6.8","7.5","8.2","362","682","1.0","6.0","0.32","2.44","41","1100","170","3500","2","2"
"3856","RIVER SWAN U/S INDUSTRIAL AREA GAGRET","HIMACHAL
PRADESH","21","38","6.2","7.6","7.7","8.3","322","474","1.0","3.9","0.32","2.92","26","430","110","920","2","2"
"3857","RIVER SWAN D/S INDUSTRIAL AREA GAGRET","HIMACHAL
PRADESH","21","38","6.3","7.4","7.2","8.3","334","483","1.0","4.2","0.32","2.42","26","920","110","1600","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3858","RIVER SWAN U/S SANTOSHGARH BRIDGE","HIMACHAL
PRADESH","22","36","5.8","7.0","7.5","8.2","354","549","1.0","5.0","0.32","2.42","40","940","170","2200","2","2"
"3859","RIVER SWAN U/S UNA TOWN AT GHALLUWAL BRIDGE","HIMACHAL
PRADESH","21","38","6.1","7.4","7.6","8.2","251","461","1.0","6.4","0.32","1.82","32","920","120","1700","2","2"
"30011","RIVER SWAN AT DHANGLA VILLAGE, SANTOSHGARH
(PUNJAB)","PUNJAB","18","37","6.2","10.0","8.0","8.4","392","520","1.0","15.0","0.32","1.48","33","780","350","13000","8","13"
"4433","RIVER SWAN D/S OF UNA AT RAMPUR BRIDGE","HIMACHAL
PRADESH","20","38","6.1","7.2","7.6","8.3","281","497","1.0","6.0","0.32","1.86","32","540","120","2800","2","2"
"2758","RIVER UJH AT DAM SITE(L.H.S.), KATHUA","JAMMU &
KASHMIR","13","27","6.5","7.4","7.6","7.9","172","420","1.0","1.0","0.02","0.59","","","","","",""
"2913","RIVER KALI BEIN FALLING INTO BEAS, PUNJAB","PUNJAB","6","34","2.5","8.4","7.2","7.7","316","414","2.1","3.0","0.31","1.00","610","1400","2000","4700","",""
"3278","RIVER LIDDER AT LARIPORA","JAMMU &
KASHMIR","3","15","8.2","11.4","7.7","8.5","96","231","1.0","2.2","0.30","0.70","3200","8800","4500","10000","",""
"3279","RIVER LIDDER AT CLUB PARK","JAMMU &
KASHMIR","4","17","8.6","11.4","7.6","8.4","98","234","1.0","2.1","0.30","0.66","26000","27000","71000","85000","",""
"3280","RIVER LIDDER AT BUS ADDA","JAMMU &
KASHMIR","4","17","8.1","11.2","7.6","8.3","104","251","1.1","3.2","0.34","0.76","8800","78000","52000","99700","",""
"3281","RIVER LIDDER AT YANEER, D/S OF PHALGUM","JAMMU &
KASHMIR","4","17","9.0","11.5","7.7","8.3","65","193","1.0","2.8","0.30","0.83","2400","13000","36000","40000","",""
"3282","RIVER LIDDER NERA BUMZOO, ANANTNAG","JAMMU &
KASHMIR","6","20","9.1","11.8","7.6","8.3","78","213","1.0","2.5","0.68","1.15","4500","13500","31000","38000","",""
"4051","RIVER LIDDER AT NUNWAN","JAMMU &
KASHMIR","4","17","8.6","11.5","7.5","8.5","76","187","1.0","3.4","0.46","1.36","2000","2200","50000","72000","",""
"4052","RIVER LIDDER NEAR LAVENDER PARK","JAMMU &
KASHMIR","4","17","8.2","11.1","7.5","8.3","103","239","1.0","2.1","0.48","0.72","7000","11000","32000","32000","",""
"3283","RIVER SINDH AT SONAMARG U/S","JAMMU &
KASHMIR","4","12","8.2","10.6","7.9","8.6","200","476","1.0","2.2","0.30","1.12","125","540","420","8000","",""
"3284","RIVER SINDH AT SONAMARG D/S","JAMMU &
KASHMIR","4","13","8.2","12.0","7.7","8.5","205","454","1.0","2.2","0.30","0.73","600","1400","1100","12000","",""
"3285","RIVER SINDH AT WAIL BRIDGE","JAMMU &
KASHMIR","5","19","8.9","13.0","7.7","8.5","134","355","1.0","2.1","0.30","0.76","2000","13800","7500","72000","",""
"3286","RIVER SINDH AT DUDERHAMA","JAMMU &
KASHMIR","5","19","7.8","10.3","7.6","8.3","135","370","1.4","2.8","0.30","0.99","200","650","750","1640","",""
"3287","RIVER SINDH AT RANGIL, SRINAGAR","JAMMU &
KASHMIR","5","18","8.6","10.8","7.4","8.5","159","374","1.1","2.5","0.30","0.72","160","300","4500","5500","",""
"4023","MANJHI KHAD U/S DHARAMSHALA OF KHANIYARA","HIMACHAL
PRADESH","13","18","8.5","9.3","6.9","8.1","63","147","1.0","1.0","0.30","2.69","2","490","27","1700","2","2"
"4024","MANJHI KHAD D/S DHARAMSHALA AT CHETRU","HIMACHAL
PRADESH","13","18","8.4","9.2","6.8","8.1","62","243","1.0","1.0","0.36","3.67","2","490","70","2800","2","2"
"4025","MOL KHAD U/S PALAMPUR","HIMACHAL
PRADESH","14","20","7.4","9.1","7.0","7.9","99","374","1.0","1.3","0.31","5.34","2","92","47","700","2","2"
"4026","MOL KHAD D/S PALAMPUR","HIMACHAL
PRADESH","14","20","7.2","9.0","6.7","7.8","100","383","1.0","1.2","0.55","4.99","2","460","39","1100","2","2"
"4038","RIVER TIRTHAN BEFORE CONF. TO RIVER SUTLEJ","HIMACHAL
PRADESH","4","22","7.6","8.6","7.6","8.4","84","160","1.0","1.0","0.32","0.58","17","49","120","240","2","2"
"4432","DHAULI KHAD AT CHARAN GANGA MEDI","HIMACHAL
PRADESH","19","36","4.9","7.7","7.5","8.4","278","697","1.0","3.4","0.32","4.66","5","350","14","920","2","2"
"4457","BANER KHAD U/S CHAMUNDA TEMPLE","HIMACHAL
PRADESH","12","20","7.5","9.3","6.7","8.0","86","385","1.0","1.6","0.67","84.00","2","460","17","1400","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"4458","BANER KHAD D/S CHAMUNDA TEMPLE","HIMACHAL
PRADESH","12","20","7.5","9.2","6.8","8.1","83","409","1.0","1.3","0.44","4.88","7","350","110","1700","2","2"
"4460","CHARAN KHAND U/S BHAGSUNAG","HIMACHAL
PRADESH","13","16","8.9","9.2","7.2","8.0","58","298","1.0","2.0","0.67","2.76","2","320","8","1100","2","2"
"4469","GAJ KHAD NEAR WATER SUPPLY SCHEME
DHARAMSHALA CANTT.","HIMACHAL
PRADESH","13","16","9.0","9.1","6.9","8.5","44","214","1.0","1.9","0.45","5.10","2","280","27","920","2","2"
"4470","BATHER KHAD WATER SUPPLY SCHEME AT DAL LAKE","HIMACHAL
PRADESH","13","16","8.9","9.2","7.0","8.2","38","267","1.0","1.2","0.30","6.08","2","260","22","700","2","2"
"4471","NEUGAL KHAD NEAR WATER SUPPLY SCHEME AT
BANDLA, PALAMPUR","HIMACHAL
PRADESH","12","18","8.0","9.4","6.9","8.1","59","408","1.0","1.7","0.41","3.23","2","61","22","460","2","2"
"4488","RIVER RATTA BEFORE CONF. TO RIVER SIRSA","HIMACHAL
PRADESH","13","30","5.1","6.9","6.9","7.9","624","1531","1.0","16.0","1.55","12.88","4","1600","40","1600","2","9"
"4486","RIVER BALD D/S LANDFILLSITE AT BADDI","HIMACHAL
PRADESH","12","29","4.0","6.3","7.2","8.2","407","1189","1.0","20.0","2.84","8.24","8","1600","49","1600","2","26"
"5766","Chakki khad at Lahroo D/S of Phinna Singh Irrigation
Scheme","HIMACHAL
PRADESH","11","15","8.5","9.2","7.0","8.1","130","537","1.0","1.3","0.34","2.24","2","630","22","1600","2","2"
"1306","RIVER GAWKADAL, SRG (SHERGHARI, SRG)","JAMMU &
KASHMIR","8","25","5.4","8.5","7.2","8.1","166","346","2.1","4.6","0.30","2.26","45000","170000","650000","720000","",""
"5248","RIVER UHL D/S OF IIT, MANDI","HIMACHAL
PRADESH","7","30","7.0","9.4","7.5","8.5","100","260","1.0","1.0","0.32","1.07","31","94","140","350","2","2"
"5251","SUKETI KHAD D/S SWM SITE AT SUNDER NAGAR","HIMACHAL
PRADESH","10","32","5.5","8.2","7.0","8.2","178","510","1.0","1.8","0.32","1.75","49","920","220","1600","2","2"
"5252","SEER KHAD U/S INTAKE POINT OF WSS GHUMARWIN
TOWN","HIMACHAL
PRADESH","10","30","7.4","8.6","7.2","9.2","174","455","1.0","1.0","0.32","2.50","23","170","220","920","2","2"
"5254","RIVER BHAGGA U/S BEFORE CONFLUENCE TO RIVER
CHENAB","HIMACHAL
PRADESH","1","9","7.8","8.9","7.5","8.3","45","242","1.0","1.0","0.32","1.07","22","49","120","240","2","2"
"5255","RIVER CHANDRA U/S BEFORE CONFLUENCE TO RIVER
CHENAB","HIMACHAL
PRADESH","1","5","7.5","8.9","7.4","8.3","42","205","1.0","1.0","0.32","1.42","27","63","130","280","2","2"
"5256","RIVER CHENAB D/S AT TANDI (L & S)","HIMACHAL
PRADESH","1","7","7.6","9.0","7.3","8.4","35","260","1.0","1.0","0.32","1.41","31","84","170","280","2","2"
"Station
code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1491","RIVER BHAGIRATHI AT GANGOTRI,","UTTARAKHAND","10","10","11.2","11.2","8.1","8.1","67","67","1.0","1.0","0.32","0.32","2","2","2","2","2","2"
"5451","River Mandakini at Kedarnath","UTTARAKHAND","14","14","11.6","11.6","7.8","7.8","30","30","1.0","1.0","0.32","0.32","2","2","2","2","2","2"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5452","River Alaknanda at Badrinath","UTTARAKHAND","8","8","11.4","11.4","7.7","7.7","39","39","1.0","1.0","0.32","0.32","2","2","2","2","2","2"
"1484","RIVER ALAKNANDA B/C TO RIVER MANDAKINI AT
RUDRA PRAYAG","UTTARAKHAND","8","21","9.9","10.8","7.6","8.3","90","168","1.0","1.0","0.32","0.33","2","2","2","2","2","2"
"1485","RIVER MANDAKINI B/C TO RIVER ALKALNADA AT
RUDRAPRAYAG,","UTTARAKHAND","7","21","10.1","11.2","7.5","8.2","77","90","1.0","1.0","0.32","0.34","2","2","2","2","2","2"
"1486","RIVER ALAKNANDA A/C OF RIVER MANDAKINI AND
RIVER ALAKNANDA AT RUDRAPRAYAG","UTTARAKHAND","7","21","10.0","11.0","7.6","8.2","99","158","1.0","1.0","0.32","0.34","2","2","2","2","2","2"
"1487","RIVER ALAKNANDA B/C TORIVER BHAGIRATHI AT
DEVPRAYAG,DIST-TEHRI GARHWAL","UTTARAKHAND","13","20","10.0","10.8","7.7","8.0","91","127","1.0","1.0","0.32","0.34","2","2","2","2","2","2"
"1488","RIVER BHAGIRATHI B/C TO RIVER ALAKNANDA AT
DEVPRAYAG,DIST-TEHRI GARHWAL","UTTARAKHAND","13","20","10.0","10.6","7.5","8.3","67","79","1.0","1.0","0.32","0.34","2","2","2","2","2","2"
"1489","RIVER GANGA AFTER CONFLUENCE OF RIVER
BHAGIRATHI AND RIVER ALAKNANDA AT DEVPRAYAG
,DIST-TEFRI GARHWAL","UTTARAKHAND","13","21","10.2","10.8","7.6","8.1","92","109","1.0","1.0","0.32","0.33","2","2","2","2","2","2"
"5776","RIVER GANGA AT SWARG ASHRAM ,RISHIKESH","UTTARAKHAND","13","23","9.0","10.6","7.5","8.3","90","212","1.0","1.0","0.32","0.38","27","41","33","49","2","6"
"1060","RIVER GANGA U/S AT LAXMANJHULA,RISHIKESH","UTTARAKHAND","11","23","9.0","11.0","7.4","8.3","86","155","1.0","1.0","0.32","0.38","21","40","26","49","2","4"
"5777","RIVER GANGA NEAR VISTHAPHIT COLONY, RISHIKESH","UTTARAKHAND","12","23","8.1","10.4","7.6","8.3","75","217","1.0","1.5","0.32","0.42","33","41","39","49","2","6"
"10147","RIVER GANGA D/S AT BAIRAAJ,RISHIKESH","UTTARAKHAND","13","22","8.0","10.8","7.4","8.2","98","178","1.0","1.2","0.32","0.39","23","39","33","47","2","2"
"2725","RIVER GANGA AFTER CONFLUENCE OF SONG NEAR
SATYANARAYAN TEMPLE D/S RAIWALA, DEHRADUN","UTTARAKHAND","12","23","7.9","9.4","7.7","8.3","113","259","1.0","1.8","0.32","0.39","43","94","63","130","2","8"
"10148","RIVER GANGA AT HAR-KI-PAURI GHAT","UTTARAKHAND","14","25","7.2","11.4","7.1","8.2","133","380","1.0","2.4","0.33","0.74","70","94","110","150","6","17"
"3997","RIVER GANGA U/S AT ABINDUGHAT, DUDHIYABAD,
HARIDWAR","UTTARAKHAND","15","24","7.4","10.1","7.2","8.2","143","389","1.0","2.6","0.42","0.85","70","110","110","170","6","12"
"1061","RIVER GANGA D/S AT BALKUMARI MANDIR, AJEETPUR,
HARIDWAR","UTTARAKHAND","13","30","7.2","11.3","7.0","8.3","201","678","1.1","2.6","0.35","0.89","70","140","110","210","5","14"
"5778","RIVER GANGA NEAR BISHANPUR KUNDI, HARIDWAR","UTTARAKHAND","13","25","7.4","11.1","7.0","8.0","198","384","1.0","2.6","0.35","0.90","70","130","110","210","6","20"
"2727","UPPER GANGA CANAL D/S AT ROORKEE, HARIDWAR","UTTARAKHAND","14","24","7.1","11.1","7.1","8.4","179","388","1.2","2.6","0.41","1.18","70","140","110","210","7","17"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"30005","RIVER GANGA AT SULTANPUR (UTTARAKHAND)","UTTARAKHAND","18","30","7.9","10.8","7.7","7.8","156","448","1.6","6.3","0.32","1.19","2","3500000","2000","5400000","",""
"30006","RIVER GANGA AT BIJNOR (U.P.)","UTTAR
PRADESH","","","8.5","10.5","7.0","9.0","186","239","1.0","2.0","0.32","0.84","110","2600","170","160000","11","1300"
"10150","RIVER GANGA AT MADHYA GANGA BARRAGE, BIJNOR","UTTAR
PRADESH","","","8.8","9.3","7.7","7.9","163","476","1.0","1.5","","","470","700","1300","1700","2","2"
"5708","River Ganga Tigri Ganga ghat, village-tigari, Amroha","UTTAR
PRADESH","","","8.6","9.1","7.7","8.1","224","472","1.0","1.5","","","490","790","1400","1700","2","2"
"10149","RIVER GANGA AT U/S BRIJ GHAT ,GHARMUKTESHWAR","UTTAR
PRADESH","15","30","9.4","12.5","7.2","7.8","185","255","1.5","2.7","0.30","0.30","130","700","220","1100","70","260"
"1062","RIVER GANGA AT D/S GARHMUKTESHWAR, U.P","UTTAR
PRADESH","15","30","9.2","12.3","7.0","7.6","186","260","1.6","2.9","0.30","0.30","170","940","350","1600","94","470"
"2488","RIVER GANGA U/S, ANOOPSHAHAR","UTTAR
PRADESH","17","28","7.0","10.6","7.1","7.3","85","374","1.1","2.5","","","110","920","170","1600","",""
"2489","RIVER GANGA D/S, ANOOPSHAHAR","UTTAR
PRADESH","17","28","7.4","10.5","7.1","7.3","94","378","1.2","2.5","","","110","790","170","1600","",""
"1145","RIVER GANGA AT NARORA (BULANDSAHAR), U.P.","UTTAR
PRADESH","17","28","7.2","10.3","7.1","7.4","101","376","1.0","2.6","","","170","930","350","2100","",""
"2490","RIVER GANGA AT KACHHLA GHAT, ALIGARH","UTTAR
PRADESH","12","38","9.2","10.9","7.5","8.0","163","337","1.0","1.5","0.49","3.60","210","400","320","580","2","2"
"10151","RIVER GANGA AT GHATIYAGHAT FARRUKABAD","UTTAR
PRADESH","16","39","6.9","11.4","8.0","8.5","132","386","1.8","4.6","","","900","4900","1400","7900","2","4"
"1063","RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT
BRIDGE), U.P","UTTAR
PRADESH","16","39","6.7","11.0","7.8","8.4","210","450","2.4","4.7","","","1100","5500","2100","8200","2","4"
"1066","RIVER GANGA AT DURJANPUR, KANNAUJ D/S, U.P","UTTAR
PRADESH","16","39","6.5","10.8","7.8","8.4","213","460","2.5","4.9","","","1400","5800","2200","8400","2","4"
"5709","River GangaÂ Nanamau Ganga bridge, Lucknow
Mohan-Hasanganj- Rasulabad marg, karti Akberpur seng","UTTAR
PRADESH","18","39","6.6","10.5","7.8","8.5","222","386","2.5","4.2","","","1600","6300","3200","9400","2","37"
"1146","RIVER GANGA AT BITHOOR (KANPUR), U.P.","UTTAR
PRADESH","16","39","6.2","11.6","7.9","8.5","212","465","2.2","6.9","","","1500","6100","3100","10000","2","58"
"10154","RIVER GANGA AT BATHING GHAT (BHARAOGHAT)","UTTAR
PRADESH","16","39","6.0","10.9","7.9","8.5","220","460","2.5","4.6","","","2200","6300","3300","8400","2","63"
"1067","RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P","UTTAR
PRADESH","16","39","6.4","11.1","7.9","8.5","210","560","2.7","4.4","","","2100","8300","3800","13000","2","31"
"10155","RIVER GANGA AT D/S (SHUKLAGANJ)","UTTAR
PRADESH","12","39","6.0","11.0","7.8","8.5","222","468","2.8","4.8","","","2600","9400","3800","15000","2","34"
"10156","RIVER GANGA AT BATHING GHAT (GOLA GHAT)","UTTAR
PRADESH","16","39","5.8","11.7","7.9","8.5","225","474","3.0","4.8","","","2700","10000","3900","17000","2","4"
"10157","RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE)","UTTAR
PRADESH","16","39","5.9","10.8","7.8","8.4","230","467","2.8","5.0","","","3100","17000","5800","25000","2","3000"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"1068","RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P","UTTAR
PRADESH","16","39","5.6","11.2","7.8","8.4","248","516","3.1","5.4","","","4600","70000","8400","110000","2","1500"
"5710","RIVER GANGA PURANA RAJAPUR, RAJAPUR, KANPUR","UTTAR
PRADESH","16","39","5.8","10.6","7.8","8.8","236","548","3.0","4.9","","","2600","17000","3100","22000","2","2000"
"5711","River Ganga A/C Pandu river at madeveshwar baba
tample deomai aht.","UTTAR
PRADESH","21","29","7.8","11.2","7.8","8.2","241","274","2.3","3.2","0.58","0.69","610","2200","1500","3300","",""
"1147","RIVER GANGA AT DALMAU (RAI BAREILLY), U.P.","UTTAR
PRADESH","20","25","7.3","12.1","7.8","8.2","242","397","2.1","3.3","0.78","0.86","700","1700","1300","2800","10","21"
"2498","RIVER GANGA AT KALA KANKAR, RAEBARELI","UTTAR
PRADESH","20","25","7.5","12.3","7.9","8.3","235","397","2.0","3.2","0.76","0.86","540","1300","1100","2700","9","17"
"2487","RIVER GANGA AT KADAGHAT, KAUSHAMABI","UTTAR
PRADESH","20","29","7.7","11.5","7.7","8.4","251","296","2.3","3.3","0.63","0.79","450","2700","1400","4000","",""
"5713","River Ganga at Ganga Bridge .NH19, Dheemi","UTTAR
PRADESH","21","25","7.9","12.5","7.8","8.2","241","370","2.0","3.0","0.76","0.84","540","1400","1200","2700","11","14"
"1046","RIVER GANGA AT PRAYAGRAJ (RASOOLABAD), U.P.","UTTAR
PRADESH","20","29","7.6","12.0","7.3","8.5","246","367","1.2","3.4","0.60","0.83","600","2700","1400","4100","",""
"1049","RIVER GANGA AT PRAYAGRAJ D/S (SANGAM), U.P.","UTTAR
PRADESH","20","29","7.5","12.3","7.6","8.4","258","296","2.5","3.4","0.64","0.77","680","3200","2000","4700","",""
"5714","River Ganga B/CÂ tamsa river at prachin shivalaya
Dumduma ghat","UTTAR
PRADESH","21","29","8.0","12.0","7.7","8.3","255","275","2.4","3.0","0.62","0.73","450","2100","1300","3100","",""
